Indicator,Country,ISO3,Land_Type,Season,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),GMB,Gambia,Crop Area,Season 1,2022-09-21,0.428,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GEO,Georgia,Crop Area,Season 1,2022-09-21,1.158,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DEU,Germany,Crop Area,Season 1,2022-09-21,4.358,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GHA,Ghana,Crop Area,Season 1,2022-09-21,5.58,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GRC,Greece,Crop Area,Season 1,2022-09-21,3.036,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GTM,Guatemala,Crop Area,Season 1,2022-09-21,1.154,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GIN,Guinea,Crop Area,Season 1,2022-09-21,0.984,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GNB,Guinea-Bissau,Crop Area,Season 1,2022-09-21,1.508,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GUY,Guyana,Crop Area,Season 1,2022-09-21,2.371,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HTI,Haiti,Crop Area,Season 1,2022-09-21,0.567,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HND,Honduras,Crop Area,Season 1,2022-09-21,0.321,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HUN,Hungary,Crop Area,Season 1,2022-09-21,4.626,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ISL,Iceland,Crop Area,Season 1,2022-09-21,0,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IND,India,Crop Area,Season 1,2022-09-21,0.484,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IDN,Indonesia,Crop Area,Season 1,2022-09-21,2.187,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IRN,Iran  (Islamic Republic of),Crop Area,Season 1,2022-09-21,27.241,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IRQ,Iraq,Crop Area,Season 1,2022-09-21,37.362,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IRL,Ireland,Crop Area,Season 1,2022-09-21,0.269,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ISR,Israel,Crop Area,Season 1,2022-09-21,7.692,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ITA,Italy,Crop Area,Season 1,2022-09-21,13.741,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),JAM,Jamaica,Crop Area,Season 1,2022-09-21,0.193,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),JPN,Japan,Crop Area,Season 1,2022-09-21,3.603,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),JOR,Jordan,Crop Area,Season 1,2022-09-21,33.333,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KAZ,Kazakhstan,Crop Area,Season 1,2022-09-21,14.192,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KEN,Kenya,Crop Area,Season 1,2022-09-21,1.516,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KGZ,Kyrgyzstan,Crop Area,Season 1,2022-09-21,12.74,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LAO,Lao People's Democratic Republic,Crop Area,Season 1,2022-09-21,0.996,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LVA,Latvia,Crop Area,Season 1,2022-09-21,0.023,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LBN,Lebanon,Crop Area,Season 1,2022-09-21,34.483,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LSO,Lesotho,Crop Area,Season 1,2022-09-21,100,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LBR,Liberia,Crop Area,Season 1,2022-09-21,27.273,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LTU,Lithuania,Crop Area,Season 1,2022-09-21,0.021,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LUX,Luxembourg,Crop Area,Season 1,2022-09-21,9.791,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MDG,Madagascar,Crop Area,Season 1,2022-09-21,13.333,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MWI,Malawi,Crop Area,Season 1,2022-09-21,33.333,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MYS,Malaysia,Crop Area,Season 1,2022-09-21,1.134,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MLI,Mali,Crop Area,Season 1,2022-09-21,0.245,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MRT,Mauritania,Crop Area,Season 1,2022-09-21,0.05,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MEX,Mexico,Crop Area,Season 1,2022-09-21,3.519,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MDA,Moldova- Republic of,Crop Area,Season 1,2022-09-21,2.434,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MNG,Mongolia,Crop Area,Season 1,2022-09-21,7.363,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MNE,Montenegro,Crop Area,Season 1,2022-09-21,6.512,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MAR,Morocco,Crop Area,Season 1,2022-09-21,17.397,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MMR,Myanmar,Crop Area,Season 1,2022-09-21,2.666,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NAM,Namibia,Crop Area,Season 1,2022-09-21,100,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NPL,Nepal,Crop Area,Season 1,2022-09-21,0.244,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NLD,Netherlands,Crop Area,Season 1,2022-09-21,2.262,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NZL,New Zealand,Crop Area,Season 1,2022-09-21,7.662,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NIC,Nicaragua,Crop Area,Season 1,2022-09-21,0.422,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NER,Niger,Crop Area,Season 1,2022-09-21,1.398,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NGA,Nigeria,Crop Area,Season 1,2022-09-21,14.546,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),NOR,Norway,Crop Area,Season 1,2022-09-21,0.389,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),OMN,Oman,Crop Area,Season 1,2022-09-21,2.005,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PAK,Pakistan,Crop Area,Season 1,2022-09-21,0.782,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PAN,Panama,Crop Area,Season 1,2022-09-21,0.719,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PNG,Papua New Guinea,Crop Area,Season 1,2022-09-21,2.703,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PRY,Paraguay,Crop Area,Season 1,2022-09-21,13.724,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PER,Peru,Crop Area,Season 1,2022-09-21,3.896,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PHL,Philippines,Crop Area,Season 1,2022-09-21,1.406,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),POL,Poland,Crop Area,Season 1,2022-09-21,0.38,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PRT,Portugal,Crop Area,Season 1,2022-09-21,10.284,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KOR,Republic of Korea,Crop Area,Season 1,2022-09-21,3.399,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ROU,Romania,Crop Area,Season 1,2022-09-21,1.952,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),RUS,Russian Federation,Crop Area,Season 1,2022-09-21,2.18,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),RWA,Rwanda,Crop Area,Season 1,2022-09-21,0.515,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KNA,Saint Kitts and Nevis,Crop Area,Season 1,2022-09-21,15.789,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SAU,Saudi Arabia,Crop Area,Season 1,2022-09-21,3.966,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SEN,Senegal,Crop Area,Season 1,2022-09-21,0.256,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SRB,Serbia,Crop Area,Season 1,2022-09-21,1.321,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SLE,Sierra Leone,Crop Area,Season 1,2022-09-21,17.024,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SVK,Slovakia,Crop Area,Season 1,2022-09-21,3.819,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SVN,Slovenia,Crop Area,Season 1,2022-09-21,3.859,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SLB,Solomon Islands,Crop Area,Season 1,2022-09-21,0,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SOM,Somalia,Crop Area,Season 1,2022-09-21,17.4,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZAF,South Africa,Crop Area,Season 1,2022-09-21,25.015,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SSD,South Sudan,Crop Area,Season 1,2022-09-21,1.064,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ESP,Spain,Crop Area,Season 1,2022-09-21,7.848,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),LKA,Sri Lanka,Crop Area,Season 1,2022-09-21,6.117,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SDN,Sudan,Crop Area,Season 1,2022-09-21,0.578,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SUR,Suriname,Crop Area,Season 1,2022-09-21,8.614,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SWZ,Swaziland,Crop Area,Season 1,2022-09-21,50,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SWE,Sweden,Crop Area,Season 1,2022-09-21,0.278,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CHE,Switzerland,Crop Area,Season 1,2022-09-21,6.615,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SYR,Syrian Arab Republic,Crop Area,Season 1,2022-09-21,27.553,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CHN,Taiwan,Crop Area,Season 1,2022-09-21,1.501,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TJK,Tajikistan,Crop Area,Season 1,2022-09-21,12.441,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),THA,Thailand,Crop Area,Season 1,2022-09-21,1.181,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),MKD,The former Yugoslav Republic of Macedonia,Crop Area,Season 1,2022-09-21,0.803,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TGO,Togo,Crop Area,Season 1,2022-09-21,5.671,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TTO,Trinidad and Tobago,Crop Area,Season 1,2022-09-21,0,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TUN,Tunisia,Crop Area,Season 1,2022-09-21,14.283,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TUR,Turkey,Crop Area,Season 1,2022-09-21,2.054,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TKM,Turkmenistan,Crop Area,Season 1,2022-09-21,25.121,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),UGA,Uganda,Crop Area,Season 1,2022-09-21,30,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GBR,U.K. of Great Britain and Northern Ireland,Crop Area,Season 1,2022-09-21,1.177,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),UKR,Ukraine,Crop Area,Season 1,2022-09-21,1.556,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ARE,United Arab Emirates,Crop Area,Season 1,2022-09-21,5.66,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TZA,United Republic of Tanzania,Crop Area,Season 1,2022-09-21,4.741,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),USA,United States of America,Crop Area,Season 1,2022-09-21,3.538,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),URY,Uruguay,Crop Area,Season 1,2022-09-21,4.261,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),UZB,Uzbekistan,Crop Area,Season 1,2022-09-21,22.309,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),VEN,Venezuela,Crop Area,Season 1,2022-09-21,1.091,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),VNM,Viet Nam,Crop Area,Season 1,2022-09-21,10.404,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),YEM,Yemen,Crop Area,Season 1,2022-09-21,0.806,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,2022-09-21,3.161,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZWE,Zimbabwe,Crop Area,Season 1,2022-09-21,25,2022,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AFG,Afghanistan,Crop Area,Season 1,2022-10-01,8.294,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ALB,Albania,Crop Area,Season 1,2022-10-01,0.091,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DZA,Algeria,Crop Area,Season 1,2022-10-01,10.516,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AND,Andorra,Crop Area,Season 1,2022-10-01,13,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AGO,Angola,Crop Area,Season 1,2022-10-01,3.177,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ATG,Antigua and Barbuda,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ARG,Argentina,Crop Area,Season 1,2022-10-01,51.707,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ARM,Armenia,Crop Area,Season 1,2022-10-01,22.946,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AUS,Australia,Crop Area,Season 1,2022-10-01,1.77,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AUT,Austria,Crop Area,Season 1,2022-10-01,1.018,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),AZE,Azerbaijan,Crop Area,Season 1,2022-10-01,8.823,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BHS,Bahamas,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BGD,Bangladesh,Crop Area,Season 1,2022-10-01,1.939,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BLR,Belarus,Crop Area,Season 1,2022-10-01,0.11,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BEL,Belgium,Crop Area,Season 1,2022-10-01,9.584,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BLZ,Belize,Crop Area,Season 1,2022-10-01,2.357,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BEN,Benin,Crop Area,Season 1,2022-10-01,10.555,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BTN,Bhutan,Crop Area,Season 1,2022-10-01,0.237,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BOL,Bolivia,Crop Area,Season 1,2022-10-01,13.841,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BIH,Bosnia and Herzegovina,Crop Area,Season 1,2022-10-01,1.378,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BRA,Brazil,Crop Area,Season 1,2022-10-01,5.572,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BRN,Brunei Darussalam,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BGR,Bulgaria,Crop Area,Season 1,2022-10-01,0.173,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BFA,Burkina Faso,Crop Area,Season 1,2022-10-01,3.329,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),BDI,Burundi,Crop Area,Season 1,2022-10-01,13.953,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),KHM,Cambodia,Crop Area,Season 1,2022-10-01,3.425,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CMR,Cameroon,Crop Area,Season 1,2022-10-01,9.331,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CAN,Canada,Crop Area,Season 1,2022-10-01,1.617,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CAF,Central African Republic,Crop Area,Season 1,2022-10-01,0.24,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),TCD,Chad,Crop Area,Season 1,2022-10-01,7.661,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CHL,Chile,Crop Area,Season 1,2022-10-01,13.312,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CHN,China,Crop Area,Season 1,2022-10-01,2.622,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),COL,Colombia,Crop Area,Season 1,2022-10-01,3.078,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),COG,Congo,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CRI,Costa Rica,Crop Area,Season 1,2022-10-01,0.165,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CIV,Côte d'Ivoire,Crop Area,Season 1,2022-10-01,5.158,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HRV,Croatia,Crop Area,Season 1,2022-10-01,3.442,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CUB,Cuba,Crop Area,Season 1,2022-10-01,0.094,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CYP,Cyprus,Crop Area,Season 1,2022-10-01,20.408,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),CZE,Czech Republic,Crop Area,Season 1,2022-10-01,0.56,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),COD,Democratic Republic of the Congo,Crop Area,Season 1,2022-10-01,0.794,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),PRK,Dem People's Rep of Korea,Crop Area,Season 1,2022-10-01,0.466,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DNK,Denmark,Crop Area,Season 1,2022-10-01,0.264,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DMA,Dominica,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DOM,Dominican Republic,Crop Area,Season 1,2022-10-01,1.828,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ECU,Ecuador,Crop Area,Season 1,2022-10-01,2.555,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),EGY,Egypt,Crop Area,Season 1,2022-10-01,17.161,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),SLV,El Salvador,Crop Area,Season 1,2022-10-01,0.223,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GNQ,Equatorial Guinea,Crop Area,Season 1,2022-10-01,10,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ERI,Eritrea,Crop Area,Season 1,2022-10-01,0.016,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),EST,Estonia,Crop Area,Season 1,2022-10-01,0.163,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ETH,Ethiopia,Crop Area,Season 1,2022-10-01,2.205,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),FIN,Finland,Crop Area,Season 1,2022-10-01,0.084,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),FRA,France,Crop Area,Season 1,2022-10-01,10.077,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GAB,Gabon,Crop Area,Season 1,2022-10-01,13.333,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GMB,Gambia,Crop Area,Season 1,2022-10-01,0.557,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GEO,Georgia,Crop Area,Season 1,2022-10-01,0.851,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),DEU,Germany,Crop Area,Season 1,2022-10-01,3.792,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GHA,Ghana,Crop Area,Season 1,2022-10-01,5.352,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GRC,Greece,Crop Area,Season 1,2022-10-01,2.998,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GTM,Guatemala,Crop Area,Season 1,2022-10-01,1.004,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GIN,Guinea,Crop Area,Season 1,2022-10-01,0.946,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GNB,Guinea-Bissau,Crop Area,Season 1,2022-10-01,1.176,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),GUY,Guyana,Crop Area,Season 1,2022-10-01,2.496,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HTI,Haiti,Crop Area,Season 1,2022-10-01,0.577,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HND,Honduras,Crop Area,Season 1,2022-10-01,0.266,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),HUN,Hungary,Crop Area,Season 1,2022-10-01,3.74,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ISL,Iceland,Crop Area,Season 1,2022-10-01,0,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IND,India,Crop Area,Season 1,2022-10-01,0.245,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),IDN,Indonesia,Crop Area,Season 1,2022-10-01,1.734,2022,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
